COG ID	Catergory Code	Catergory	
COG1435	F	Nucleotide transport and metabolism	
COG1457	F	Nucleotide transport and metabolism	
COG1618	F	Nucleotide transport and metabolism	
COG1691	F	Nucleotide transport and metabolism	
COG1759	F	Nucleotide transport and metabolism	
COG1780	F	Nucleotide transport and metabolism	
COG1781	F	Nucleotide transport and metabolism	
COG1816	F	Nucleotide transport and metabolism	
COG1828	F	Nucleotide transport and metabolism	
COG1839	F	Nucleotide transport and metabolism	
COG1860	F	Nucleotide transport and metabolism	
COG1864	F	Nucleotide transport and metabolism	
COG1896	F	Nucleotide transport and metabolism	
COG1936	F	Nucleotide transport and metabolism	
COG1953	F	Nucleotide transport and metabolism	
COG1957	F	Nucleotide transport and metabolism	
COG1972	F	Nucleotide transport and metabolism	
COG1986	F	Nucleotide transport and metabolism	
COG2019	F	Nucleotide transport and metabolism	
COG2065	F	Nucleotide transport and metabolism	
COG2131	F	Nucleotide transport and metabolism	
COG2233	F	Nucleotide transport and metabolism	
COG2252	F	Nucleotide transport and metabolism	
COG2313	F	Nucleotide transport and metabolism	
COG2351	F	Nucleotide transport and metabolism	
COG2357	F	Nucleotide transport and metabolism	
COG2429	F	Nucleotide transport and metabolism	
COG2759	F	Nucleotide transport and metabolism	
COG2816	F	Nucleotide transport and metabolism	
COG2820	F	Nucleotide transport and metabolism	
COG3072	F	Nucleotide transport and metabolism	
COG3194	F	Nucleotide transport and metabolism	
COG3195	F	Nucleotide transport and metabolism	
COG3199	F	Nucleotide transport and metabolism	
COG3363	F	Nucleotide transport and metabolism	
COG3613	F	Nucleotide transport and metabolism	
COG4027	F	Nucleotide transport and metabolism	
COG4119	F	Nucleotide transport and metabolism	
COG4266	F	Nucleotide transport and metabolism	
COG4290	F	Nucleotide transport and metabolism	
COG4317	F	Nucleotide transport and metabolism	
COG4360	F	Nucleotide transport and metabolism	
COG4502	F	Nucleotide transport and metabolism	
COG4508	F	Nucleotide transport and metabolism	
COG4630	F	Nucleotide transport and metabolism	
COG4631	F	Nucleotide transport and metabolism	
COG4741	F	Nucleotide transport and metabolism	
COG4855	F	Nucleotide transport and metabolism	
COG5042	F	Nucleotide transport and metabolism	
COG5371	F	Nucleotide transport and metabolism	
COG0021	G	Carbohydrate transport and metabolism	
COG0033	G	Carbohydrate transport and metabolism	
COG0036	G	Carbohydrate transport and metabolism	
COG0057	G	Carbohydrate transport and metabolism	
COG0058	G	Carbohydrate transport and metabolism	
COG0120	G	Carbohydrate transport and metabolism	
COG0126	G	Carbohydrate transport and metabolism	
COG0129	G	Carbohydrate transport and metabolism	
COG0148	G	Carbohydrate transport and metabolism	
COG0149	G	Carbohydrate transport and metabolism	
COG0153	G	Carbohydrate transport and metabolism	
COG0158	G	Carbohydrate transport and metabolism	
COG0166	G	Carbohydrate transport and metabolism	
COG0176	G	Carbohydrate transport and metabolism	
COG0191	G	Carbohydrate transport and metabolism	
COG0205	G	Carbohydrate transport and metabolism	
COG0235	G	Carbohydrate transport and metabolism	
COG0246	G	Carbohydrate transport and metabolism	
COG0269	G	Carbohydrate transport and metabolism	
COG0279	G	Carbohydrate transport and metabolism	
COG0296	G	Carbohydrate transport and metabolism	
COG0297	G	Carbohydrate transport and metabolism	
COG0362	G	Carbohydrate transport and metabolism	
COG0363	G	Carbohydrate transport and metabolism	
COG0364	G	Carbohydrate transport and metabolism	
COG0366	G	Carbohydrate transport and metabolism	
COG0380	G	Carbohydrate transport and metabolism	
COG0383	G	Carbohydrate transport and metabolism	
COG0391	G	Carbohydrate transport and metabolism	
COG0395	G	Carbohydrate transport and metabolism	
COG0406	G	Carbohydrate transport and metabolism	
COG0448	G	Carbohydrate transport and metabolism	
COG0469	G	Carbohydrate transport and metabolism	
COG0471	G	Carbohydrate transport and metabolism	
COG0477	G	Carbohydrate transport and metabolism	
COG0483	G	Carbohydrate transport and metabolism	
COG0524	G	Carbohydrate transport and metabolism	
COG0537	G	Carbohydrate transport and metabolism	
COG0574	G	Carbohydrate transport and metabolism	
COG0579	G	Carbohydrate transport and metabolism	
COG0580	G	Carbohydrate transport and metabolism	
COG0588	G	Carbohydrate transport and metabolism	
COG0637	G	Carbohydrate transport and metabolism	
COG0662	G	Carbohydrate transport and metabolism	
COG0676	G	Carbohydrate transport and metabolism	
COG0696	G	Carbohydrate transport and metabolism	
COG0697	G	Carbohydrate transport and metabolism	
COG0698	G	Carbohydrate transport and metabolism	
COG0726	G	Carbohydrate transport and metabolism	
COG0738	G	Carbohydrate transport and metabolism	
COG0794	G	Carbohydrate transport and metabolism	
COG0800	G	Carbohydrate transport and metabolism	
COG0837	G	Carbohydrate transport and metabolism	
COG1015	G	Carbohydrate transport and metabolism	
COG1023	G	Carbohydrate transport and metabolism	
COG1064	G	Carbohydrate transport and metabolism	
COG1069	G	Carbohydrate transport and metabolism	
COG1070	G	Carbohydrate transport and metabolism	
COG1080	G	Carbohydrate transport and metabolism	
COG1082	G	Carbohydrate transport and metabolism	
COG1085	G	Carbohydrate transport and metabolism	
COG1105	G	Carbohydrate transport and metabolism	
COG1109	G	Carbohydrate transport and metabolism	
COG1129	G	Carbohydrate transport and metabolism	
COG1134	G	Carbohydrate transport and metabolism	
COG1172	G	Carbohydrate transport and metabolism	
COG1175	G	Carbohydrate transport and metabolism	
COG1216	G	Carbohydrate transport and metabolism	
COG1263	G	Carbohydrate transport and metabolism	
COG1264	G	Carbohydrate transport and metabolism	
COG1299	G	Carbohydrate transport and metabolism	
COG1312	G	Carbohydrate transport and metabolism	
COG1349	G	Carbohydrate transport and metabolism	
COG1363	G	Carbohydrate transport and metabolism	
COG1440	G	Carbohydrate transport and metabolism	
COG1445	G	Carbohydrate transport and metabolism	
COG1447	G	Carbohydrate transport and metabolism	
COG1449	G	Carbohydrate transport and metabolism	
COG1455	G	Carbohydrate transport and metabolism	
COG1472	G	Carbohydrate transport and metabolism	
COG1482	G	Carbohydrate transport and metabolism	
COG1486	G	Carbohydrate transport and metabolism	
COG1489	G	Carbohydrate transport and metabolism	
COG1494	G	Carbohydrate transport and metabolism	
COG1501	G	Carbohydrate transport and metabolism	
COG1523	G	Carbohydrate transport and metabolism	
COG1543	G	Carbohydrate transport and metabolism	
COG1554	G	Carbohydrate transport and metabolism	
COG1593	G	Carbohydrate transport and metabolism	
COG1621	G	Carbohydrate transport and metabolism	
COG1626	G	Carbohydrate transport and metabolism	
COG1638	G	Carbohydrate transport and metabolism	
COG1640	G	Carbohydrate transport and metabolism	
COG1653	G	Carbohydrate transport and metabolism	
COG1682	G	Carbohydrate transport and metabolism	
COG1762	G	Carbohydrate transport and metabolism	
COG1803	G	Carbohydrate transport and metabolism	
COG1819	G	Carbohydrate transport and metabolism	
COG1820	G	Carbohydrate transport and metabolism	
COG1830	G	Carbohydrate transport and metabolism	
COG1850	G	Carbohydrate transport and metabolism	
COG1869	G	Carbohydrate transport and metabolism	
COG1874	G	Carbohydrate transport and metabolism	
COG1877	G	Carbohydrate transport and metabolism	
COG1879	G	Carbohydrate transport and metabolism	
COG1892	G	Carbohydrate transport and metabolism	
COG1904	G	Carbohydrate transport and metabolism	
COG1925	G	Carbohydrate transport and metabolism	
COG1929	G	Carbohydrate transport and metabolism	
COG1940	G	Carbohydrate transport and metabolism	
COG1980	G	Carbohydrate transport and metabolism	
COG2017	G	Carbohydrate transport and metabolism	
COG2074	G	Carbohydrate transport and metabolism	
COG2079	G	Carbohydrate transport and metabolism	
COG2115	G	Carbohydrate transport and metabolism	
COG2120	G	Carbohydrate transport and metabolism	
COG2133	G	Carbohydrate transport and metabolism	
COG2140	G	Carbohydrate transport and metabolism	
COG2152	G	Carbohydrate transport and metabolism	
COG2160	G	Carbohydrate transport and metabolism	
COG2182	G	Carbohydrate transport and metabolism	
COG2190	G	Carbohydrate transport and metabolism	
COG2211	G	Carbohydrate transport and metabolism	
COG2213	G	Carbohydrate transport and metabolism	
COG2220	G	Carbohydrate transport and metabolism	
COG2271	G	Carbohydrate transport and metabolism	
COG2273	G	Carbohydrate transport and metabolism	
COG2301	G	Carbohydrate transport and metabolism	
COG2342	G	Carbohydrate transport and metabolism	
COG2376	G	Carbohydrate transport and metabolism	
COG2379	G	Carbohydrate transport and metabolism	
COG2407	G	Carbohydrate transport and metabolism	
COG2513	G	Carbohydrate transport and metabolism	
COG2610	G	Carbohydrate transport and metabolism	
COG2704	G	Carbohydrate transport and metabolism	
COG2706	G	Carbohydrate transport and metabolism	
COG2721	G	Carbohydrate transport and metabolism	
COG2723	G	Carbohydrate transport and metabolism	
COG2730	G	Carbohydrate transport and metabolism	
COG2731	G	Carbohydrate transport and metabolism	
COG2814	G	Carbohydrate transport and metabolism	
COG2861	G	Carbohydrate transport and metabolism	
COG2893	G	Carbohydrate transport and metabolism	
COG2942	G	Carbohydrate transport and metabolism	
COG2943	G	Carbohydrate transport and metabolism	
COG2971	G	Carbohydrate transport and metabolism	
COG3001	G	Carbohydrate transport and metabolism	
COG3010	G	Carbohydrate transport and metabolism	
COG3037	G	Carbohydrate transport and metabolism	
COG3090	G	Carbohydrate transport and metabolism	
COG3250	G	Carbohydrate transport and metabolism	
COG3265	G	Carbohydrate transport and metabolism	
COG3280	G	Carbohydrate transport and metabolism	
COG3281	G	Carbohydrate transport and metabolism	
COG3325	G	Carbohydrate transport and metabolism	
COG3345	G	Carbohydrate transport and metabolism	
COG3347	G	Carbohydrate transport and metabolism	
COG3386	G	Carbohydrate transport and metabolism	
COG3387	G	Carbohydrate transport and metabolism	
COG3405	G	Carbohydrate transport and metabolism	
COG3408	G	Carbohydrate transport and metabolism	
COG3414	G	Carbohydrate transport and metabolism	
COG3429	G	Carbohydrate transport and metabolism	
COG3444	G	Carbohydrate transport and metabolism	
COG3459	G	Carbohydrate transport and metabolism	
COG3469	G	Carbohydrate transport and metabolism	
COG3507	G	Carbohydrate transport and metabolism	
COG3525	G	Carbohydrate transport and metabolism	
COG3534	G	Carbohydrate transport and metabolism	
COG3537	G	Carbohydrate transport and metabolism	
COG3588	G	Carbohydrate transport and metabolism	
COG3594	G	Carbohydrate transport and metabolism	
COG3622	G	Carbohydrate transport and metabolism	
COG3623	G	Carbohydrate transport and metabolism	
COG3635	G	Carbohydrate transport and metabolism	
COG3661	G	Carbohydrate transport and metabolism	
COG3664	G	Carbohydrate transport and metabolism	
COG3669	G	Carbohydrate transport and metabolism	
COG3684	G	Carbohydrate transport and metabolism	
COG3693	G	Carbohydrate transport and metabolism	
COG3709	G	Carbohydrate transport and metabolism	
COG3715	G	Carbohydrate transport and metabolism	
COG3716	G	Carbohydrate transport and metabolism	
COG3717	G	Carbohydrate transport and metabolism	
COG3718	G	Carbohydrate transport and metabolism	
COG3730	G	Carbohydrate transport and metabolism	
COG3731	G	Carbohydrate transport and metabolism	
COG3732	G	Carbohydrate transport and metabolism	
COG3734	G	Carbohydrate transport and metabolism	
COG3769	G	Carbohydrate transport and metabolism	
COG3775	G	Carbohydrate transport and metabolism	
COG3822	G	Carbohydrate transport and metabolism	
COG3833	G	Carbohydrate transport and metabolism	
COG3836	G	Carbohydrate transport and metabolism	
COG3839	G	Carbohydrate transport and metabolism	
COG3855	G	Carbohydrate transport and metabolism	
