COG ID	COG Name	Isolate Genome Count	Metagenome Count	
COG0438	Glycosyltransferase involved in cell wall bisynthesis	51065	7668	
COG0439	Biotin carboxylase	36136	7090	
COG0440	Acetolactate synthase, small subunit	34556	7212	
COG0441	Threonyl-tRNA synthetase	49005	7452	
COG0442	Prolyl-tRNA synthetase	47654	7400	
COG0443	Molecular chaperone DnaK (HSP70)	49874	7516	
COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	39779	7302	
COG0445	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	40393	7323	
COG0446	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase	34165	7319	
COG0447	1,4-Dihydroxy-2-naphthoyl-CoA synthase	25554	6801	
COG0448	ADP-glucose pyrophosphorylase	25048	7102	
COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	47474	7473	
COG0450	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	41038	7274	
COG0451	Nucleoside-diphosphate-sugar epimerase	48330	7615	
COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase	41333	7386	
COG0454	N-acetyltransferase, GNAT superfamily (includes histone acetyltransferase HPA2)	16	3001	
COG0455	MinD-like ATPase involved in chromosome partitioning or flagellar assembly	17269	6893	
COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	47708	7469	
COG0457	Tetratricopeptide (TPR) repeat	3477	5888	
COG0458	Carbamoylphosphate synthase large subunit	46758	7426	
COG0459	Chaperonin GroEL (HSP60 family)	49379	7514	
COG0460	Homoserine dehydrogenase	33757	7281	
COG0461	Orotate phosphoribosyltransferase	47627	7323	
COG0462	Phosphoribosylpyrophosphate synthetase	48404	7429	
COG0463	Glycosyltransferase involved in cell wall bisynthesis	49263	7597	
COG0464	AAA+-type ATPase, SpoVK/Ycf46/Vps4 family	10264	7175	
COG0465	ATP-dependent Zn proteases	48633	7482	
COG0466	ATP-dependent Lon protease, bacterial type	32016	7406	
COG0467	RecA-superfamily ATPase, KaiC/GvpD/RAD55 family	5236	6697	
COG0468	RecA/RadA recombinase	50256	7459	
COG0469	Pyruvate kinase	44942	7332	
COG0470	DNA polymerase III, delta prime subunit	401	6482	
COG0471	Di- and tricarboxylate transporter	31801	6971	
COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	49790	7442	
COG0473	Isocitrate/isopropylmalate dehydrogenase	42654	7331	
COG0474	Magnesium-transporting ATPase (P-type)	32685	7482	
COG0475	Kef-type K+ transport system, membrane component KefB	40936	7258	
COG0476	Molybdopterin or thiamine biosynthesis adenylyltransferase	39685	7319	
COG0477	MFS family permease	95	3037	
COG0478	RIO-like serine/threonine protein kinase fused to N-terminal HTH domain	883	5917	
COG0479	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	39975	7318	
COG0480	Translation elongation factor EF-G, a GTPase	50088	7547	
COG0481	Translation elongation factor EF-4, membrane-bound GTPase	48306	7392	
COG0482	tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain	47728	7368	
COG0483	Archaeal fructose-1,6-bisphosphatase or related enzyme of inositol monophosphatase family	44381	7270	
COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	49522	7531	
COG0486	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	40554	7290	
COG0488	ATPase components of ABC transporters with duplicated ATPase domains	47598	7391	
COG0489	Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster	45650	7447	
COG0490	K+/H+ antiporter YhaU, regulatory subunit KhtT	6117	6171	
COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	47259	7451	
COG0492	Thioredoxin reductase	49339	7569	
COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	39120	7349	
COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	45614	7363	
COG0495	Leucyl-tRNA synthetase	48190	7481	
COG0496	Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE	27511	7082	
COG0497	DNA repair ATPase RecN	45023	7309	
COG0498	Threonine synthase	45051	7447	
COG0499	S-adenosylhomocysteine hydrolase	21893	7294	
COG0500	SAM-dependent methyltransferase	1344	6013	
COG0501	Zn-dependent protease with chaperone function	37895	7344	
COG0502	Biotin synthase or related enzyme	38268	7091	
COG0503	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	45156	7211	
COG0504	CTP synthase (UTP-ammonia lyase)	48278	7466	
COG0505	Carbamoylphosphate synthase small subunit	46124	7389	
COG0506	Proline dehydrogenase	13642	6755	
COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I	34905	7071	
COG0508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	43042	7380	
COG0509	Glycine cleavage system H protein (lipoate-binding)	41453	7315	
COG0510	Thiamine kinase and related kinases	22951	6340	
COG0511	Biotin carboxyl carrier protein	38324	7286	
COG0512	Anthranilate/para-aminobenzoate synthase component II	42128	7221	
COG0513	Superfamily II DNA and RNA helicase	47187	7462	
COG0514	Superfamily II DNA helicase RecQ	34208	7079	
COG0515	Serine/threonine protein kinase	24929	7394	
COG0516	IMP dehydrogenase/GMP reductase	47258	7364	
COG0517	CBS domain	18482	7384	
COG0518	GMP synthase - Glutamine amidotransferase domain	21362	7363	
COG0519	GMP synthase, PP-ATPase domain/subunit	47548	7347	
COG0520	Selenocysteine lyase/Cysteine desulfurase	46344	7375	
COG0521	Molybdopterin biosynthesis enzyme MoaB	35366	7085	
COG0522	Ribosomal protein S4 or related protein	50328	7471	
COG0523	GTPase, G3E family	34175	7039	
COG0524	Sugar or nucleoside kinase, ribokinase family	46659	7415	
COG0525	Valyl-tRNA synthetase	48735	7490	
COG0526	Thiol-disulfide isomerase or thioredoxin	41407	7414	
COG0527	Aspartokinase	46210	7377	
COG0528	Uridylate kinase	48835	7393	
COG0529	Adenylylsulfate kinase or related kinase	18869	6771	
COG0530	Ca2+/Na+ antiporter	20813	6656	
COG0531	Amino acid transporter	42684	7395	
COG0532	Translation initiation factor IF-2, a GTPase	49721	7466	
COG0533	tRNA A37 threonylcarbamoyltransferase TsaD	49504	7304	
COG0534	Na+-driven multidrug efflux pump	44861	7170	
COG0535	Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family	27764	7290	
COG0536	GTPase involved in cell partioning and DNA repair	47933	7314	
COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase	50469	7434	
COG0538	Isocitrate dehydrogenase	32817	7162	
COG0539	Ribosomal protein S1	40525	7451	
COG0540	Aspartate carbamoyltransferase, catalytic chain	46636	7349	
COG0541	Signal recognition particle GTPase	46868	7416	
COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA	48970	7587	
COG0543	NAD(P)H-flavin reductase	32077	7278	
COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	47245	7392	
COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase	19693	7006	
COG0546	Phosphoglycolate phosphatase, HAD superfamily	46131	7311	
COG0547	Anthranilate phosphoribosyltransferase	41806	7214	
COG0548	Acetylglutamate kinase	40330	7207	
COG0549	Carbamate kinase	21425	6578	
COG0550	DNA topoisomerase IA	49587	7475	
COG0551	ssDNA-binding Zn-finger and Zn-ribbon domains of topoisomerase 1	10516	6719	
COG0552	Signal recognition particle GTPase	46804	7355	
COG0553	Superfamily II DNA or RNA helicase, SNF2 family	27024	7261	
COG0554	Glycerol kinase	40166	7190	
COG0555	ABC-type sulfate transport system, permease component	23655	6427	
COG0556	Excinuclease UvrABC helicase subunit UvrB	48430	7420	
COG0557	Exoribonuclease R	41004	7333	
COG0558	Phosphatidylglycerophosphate synthase	47374	7435	
COG0559	Branched-chain amino acid ABC-type transport system, permease component	25623	7065	
COG0560	Phosphoserine phosphatase	34204	7053	
COG0561	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	40985	7184	
COG0562	UDP-galactopyranose mutase	11877	6581	
COG0563	Adenylate kinase or related kinase	49816	7425	
COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	49405	7348	
COG0565	tRNA C32,U32 (ribose-2'-O)-methylase TrmJ or a related methyltransferase	22395	6598	
COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU	47444	7325	
COG0567	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes	35233	7092	
COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	49518	7520	
COG0569	Trk K+ transport system, NAD-binding component	43203	7220	
COG0571	dsRNA-specific ribonuclease	48041	7324	
COG0572	Uridine kinase	29941	6976	
COG0573	ABC-type phosphate transport system, permease component	40547	7098	
COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	32774	7415	
COG0575	CDP-diglyceride synthetase	46082	7232	
COG0576	Molecular chaperone GrpE (heat shock protein)	49637	7372	
COG0577	ABC-type antimicrobial peptide transport system, permease component	21034	7167	
COG0578	Glycerol-3-phosphate dehydrogenase	37430	7045	
COG0579	L-2-hydroxyglutarate oxidase LhgO	33042	7003	
COG0580	Glycerol uptake facilitator and related aquaporins (Major Intrinsic Protein Family)	35767	7183	
COG0581	ABC-type phosphate transport system, permease component	40762	7090	
COG0582	Integrase	18237	6711	
COG0583	DNA-binding transcriptional regulator, LysR family	44875	7403	
COG0584	Glycerophosphoryl diester phosphodiesterase	40949	7239	
COG0585	tRNA(Glu) U13 pseudouridine synthase TruD	16566	6366	
COG0586	Uncharacterized membrane protein DedA, SNARE-associated domain	42654	7176	
COG0587	DNA polymerase III, alpha subunit	47723	7438	
COG0588	Phosphoglycerate mutase (BPG-dependent)	32416	6973	
COG0589	Nucleotide-binding universal stress protein,  UspA family	44166	7462	
COG0590	tRNA(Arg) A34 adenosine deaminase TadA	44839	7249	
COG0591	Na+/proline symporter	36559	7318	
COG0592	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog	49781	7460	
COG0593	Chromosomal replication initiation ATPase DnaA	48304	7410	
COG0594	RNase P protein component	37950	7061	
COG0595	mRNA degradation ribonuclease J1/J2	28170	7084	
COG0596	Pimeloyl-ACP methyl ester carboxylesterase	48104	7528	
COG0597	Lipoprotein signal peptidase	46829	7187	
COG0598	Mg2+ and Co2+ transporter CorA	44113	7124	
COG0599	Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family	24797	7050	
COG0600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	32091	7054	
COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	42671	7388	
COG0602	Organic radical activating enzyme	39315	7127	
COG0603	7-cyano-7-deazaguanine synthase (queuosine biosynthesis)	33016	7067	
COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	39832	7382	
COG0605	Superoxide dismutase	44903	7343	
COG0606	Predicted ATPase with chaperone activity	32452	7154	
COG0607	Rhodanese-related sulfurtransferase	45823	7470	
COG0608	Single-stranded DNA-specific exonuclease, DHH superfamily, may be involved in archaeal DNA replication intiation	41573	7278	
COG0609	ABC-type Fe3+-siderophore transport system, permease component	38281	6762	
COG0610	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...	21782	6813	
COG0611	Thiamine monophosphate kinase	30011	7088	
COG0612	Predicted Zn-dependent peptidase	45331	7467	
COG0613	Predicted metal-dependent phosphoesterase TrpH, contains PHP domain	24269	7102	
COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	41178	7078	
COG0615	Glycerol-3-phosphate cytidylyltransferase, cytidylyltransferase family	12342	6490	
COG0616	Periplasmic serine protease, ClpP class	32059	7265	
COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	47643	7325	
COG0618	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs	24324	7152	
COG0619	Energy-coupling factor transporter transmembrane protein EcfT	30698	6377	
COG0620	Methionine synthase II (cobalamin-independent)	36935	7237	
COG0621	tRNA A37 methylthiotransferase MiaB	43712	7468	
COG0622	Predicted phosphodiesterase	32439	7035	
COG0623	Enoyl-[acyl-carrier-protein] reductase (NADH)	34595	7210	
COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	47201	7374	
COG0625	Glutathione S-transferase	24270	6922	
COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase	43036	7284	
COG0627	S-formylglutathione hydrolase FrmB	34417	6888	
COG0628	Predicted PurR-regulated permease PerM	48852	7352	
COG0629	Single-stranded DNA-binding protein	49178	7452	
COG0630	Type IV secretory pathway ATPase VirB11/Archaellum biosynthesis ATPase	5857	6110	
COG0631	Serine/threonine protein phosphatase PrpC	29599	7223	
COG0632	Holliday junction resolvasome RuvABC DNA-binding subunit	47963	7121	
COG0633	Ferredoxin	23706	7045	
COG0634	Hypoxanthine-guanine phosphoribosyltransferase	42188	7200	
COG0635	Coproporphyrinogen III oxidase or related Fe-S oxidoreductase	45562	7288	
COG0636	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K	43541	7339	
COG0637	Beta-phosphoglucomutase or related phosphatase, HAD superfamily	42727	7255	
COG0638	20S proteasome, alpha and beta subunits	6235	6285	
COG0639	Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family	13207	6300	
COG0640	DNA-binding transcriptional regulator, ArsR family	43568	7359	
COG0641	Sulfatase maturation enzyme AslB, radical SAM superfamily	15983	6791	
COG0642	Signal transduction histidine kinase	49104	7618	
COG0643	Chemotaxis protein histidine kinase CheA	21492	7017	
COG0644	Dehydrogenase (flavoprotein)	27695	7340	
COG0645	Predicted kinase	6101	6237	
COG0646	Methionine synthase I (cobalamin-dependent), methyltransferase domain	15026	7050	
COG0647	Ribonucleotide monophosphatase NagD, HAD superfamily	32020	7040	
COG0648	Endonuclease IV	28203	6722	
COG0649	NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)	29818	7370	
COG0650	Formate hydrogenlyase subunit 4	13298	5662	
COG0651	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	30542	6941	
COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	47243	7298	
COG0653	Preprotein translocase subunit SecA (ATPase, RNA helicase)	45757	7460	
COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	35424	7067	
COG0655	Multimeric flavodoxin WrbA	34060	6913	
COG0656	Aldo/keto reductase, related to diketogulonate reductase	37724	7119	
COG0657	Acetyl esterase/lipase	37250	7140	
COG0658	Predicted membrane metal-binding protein	9767	6409	
COG0659	Sulfate permease or related transporter, MFS superfamily	32063	7140	
COG0661	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family	31330	7117	
COG0662	Mannose-6-phosphate isomerase, cupin superfamily	20031	7199	
COG0663	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily	33911	7170	
COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	43880	7480	
COG0665	Glycine/D-amino acid oxidase (deaminating)	37916	7389	
COG0666	Ankyrin repeat	13242	7058	
COG0667	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)	39672	7372	
COG0668	Small-conductance mechanosensitive channel	43166	7230	
COG0669	Phosphopantetheine adenylyltransferase	46167	7267	
COG0670	Integral membrane protein, interacts with FtsH	33085	7048	
COG0671	Membrane-associated phospholipid phosphatase	31246	7067	
COG0672	High-affinity Fe2+/Pb2+ permease	20087	6421	
COG0673	Predicted dehydrogenase	41916	7515	
COG0674	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit	30011	7316	
COG0675	Transposase	12649	6901	
COG0676	D-hexose-6-phosphate mutarotase	13857	6028	
COG0677	UDP-N-acetyl-D-mannosaminuronate dehydrogenase	27957	7152	
COG0678	Peroxiredoxin	9323	6231	
COG0679	Predicted permease	32536	6735	
COG0680	Ni,Fe-hydrogenase maturation factor	13395	6344	
COG0681	Signal peptidase I	35444	7286	
COG0682	Prolipoprotein diacylglyceryltransferase	47230	7261	
COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	28388	7278	
COG0684	Regulator of RNase E activity RraA	23999	6858	
COG0685	5,10-methylenetetrahydrofolate reductase	31043	7261	
COG0686	Alanine dehydrogenase	22851	7122	
COG0687	Spermidine/putrescine-binding periplasmic protein	33038	7086	
COG0688	Phosphatidylserine decarboxylase	32043	7006	
COG0689	Ribonuclease PH	32250	7107	
COG0690	Preprotein translocase subunit SecE	42542	7245	
COG0691	tmRNA-binding protein	48686	7261	
COG0692	Uracil DNA glycosylase	41604	6607	
COG0693	Putative intracellular protease/amidase	39226	7278	
COG0694	Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain	29449	7023	
COG0695	Glutaredoxin	43101	7127	
COG0696	Phosphoglycerate mutase (BPG-independent, AlkP superfamily)	30884	7047	
COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	37267	6898	
COG0698	Ribose 5-phosphate isomerase RpiB	34830	7050	
COG0699	Replication fork clamp-binding protein CrfC (dynamin-like GTPase family)	4146	2988	
COG0700	Spore maturation protein SpmB (function unknown)	10799	5691	
COG0701	Uncharacterized membrane protein YraQ, UPF0718 family	20900	6764	
COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	34278	7153	
COG0703	Shikimate kinase	44338	7235	
COG0704	Phosphate uptake regulator	41606	7209	
COG0705	Membrane associated serine protease, rhomboid family	41917	7291	
COG0706	Membrane protein insertase Oxa1/YidC/SpoIIIJ, required for the localization of integral membrane proteins	43424	7347	
COG0707	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	48231	7301	
COG0708	Exonuclease III	40410	7186	
COG0709	Selenophosphate synthase	16907	6896	
COG0710	3-dehydroquinate dehydratase	21566	6344	
COG0711	FoF1-type ATP synthase, membrane subunit b or b'	47242	7354	
COG0712	FoF1-type ATP synthase, delta subunit	45940	7315	
COG0713	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)	29736	7222	
COG0714	MoxR-like ATPase	39824	7492	
COG0715	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	33690	7176	
COG0716	Flavodoxin	24681	6601	
COG0717	Deoxycytidine triphosphate deaminase	30750	7058	
COG0718	Conserved DNA-binding protein YbaB (function unknown)	44748	7117	
COG0719	Fe-S cluster assembly scaffold protein SufB	37220	7361	
COG0720	6-pyruvoyl-tetrahydropterin synthase	33807	7195	
COG0721	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit	36189	7185	
COG0722	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	23156	6730	
COG0723	Rieske Fe-S protein	19707	7058	
COG0724	 RNA recognition motif (RRM) domain	222	6713	
COG0725	ABC-type molybdate transport system, periplasmic component	35851	6939	
COG0726	Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family	33824	7345	
COG0727	Fe-S-cluster containining protein	13653	6559	
COG0728	Peptidoglycan biosynthesis protein MviN/MurJ, putative lipid II flippase	34277	7058	
